No,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
8303,INN32544,3,0,1,0,Meal Plan 1,0,Room_Type 4,2,2018,2,7,Online,0,0,0,127,1,Not_Canceled
8304,INN32609,1,0,2,2,Meal Plan 1,1,Room_Type 1,4,2018,2,7,Online,0,0,0,76.22,1,Not_Canceled
8305,INN32614,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,7,Online,0,0,0,151,0,Canceled
8306,INN32616,2,1,2,2,Meal Plan 1,0,Room_Type 1,1,2017,8,7,Online,0,0,0,90,2,Not_Canceled
8307,INN32652,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,11,7,Online,0,0,0,150,0,Canceled
8308,INN32680,2,0,1,0,Meal Plan 1,0,Room_Type 1,28,2017,9,7,Online,0,0,0,79.25,1,Canceled
8309,INN32700,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,0,0,0,83.9,1,Not_Canceled
8310,INN32749,2,0,0,2,Not Selected,0,Room_Type 1,35,2017,10,7,Online,0,0,0,66.53,1,Not_Canceled
8311,INN32768,2,0,0,3,Not Selected,0,Room_Type 1,128,2018,7,7,Online,0,0,0,103.5,0,Canceled
8312,INN32777,2,0,2,8,Meal Plan 1,0,Room_Type 1,54,2017,7,7,Online,0,0,0,62.37,0,Not_Canceled
8313,INN32789,2,0,2,0,Not Selected,0,Room_Type 1,3,2018,2,7,Online,0,0,0,79,0,Canceled
8314,INN32823,2,0,0,3,Not Selected,0,Room_Type 1,7,2018,9,7,Online,0,0,0,149,2,Not_Canceled
8315,INN32891,2,0,3,7,Meal Plan 1,0,Room_Type 1,23,2017,9,7,Online,0,0,0,95.98,0,Not_Canceled
8316,INN32908,2,0,0,4,Meal Plan 1,0,Room_Type 1,55,2017,7,7,Online,0,0,0,90,2,Canceled
8317,INN32953,2,0,0,1,Not Selected,0,Room_Type 1,126,2018,5,7,Online,0,0,0,103.5,0,Canceled
8318,INN32961,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
8319,INN32999,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,7,Corporate,0,0,0,90,1,Not_Canceled
8320,INN33005,1,0,1,2,Meal Plan 1,0,Room_Type 4,21,2018,11,7,Online,0,0,0,210,1,Not_Canceled
8321,INN33012,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,Online,0,0,0,125.2,0,Canceled
8322,INN33098,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,7,Online,0,0,0,98,2,Not_Canceled
8323,INN33109,2,0,0,3,Meal Plan 1,0,Room_Type 4,85,2018,4,7,Online,0,0,0,99.3,0,Canceled
8324,INN33209,3,0,2,4,Meal Plan 1,0,Room_Type 4,30,2018,7,7,Online,0,0,0,168.3,4,Not_Canceled
8325,INN33217,2,0,0,4,Meal Plan 1,0,Room_Type 4,61,2018,12,7,Online,0,0,0,96.9,1,Not_Canceled
8326,INN33224,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,12,7,Online,0,0,0,75.08,1,Not_Canceled
8327,INN33231,2,0,1,3,Not Selected,0,Room_Type 1,166,2018,7,7,Online,0,0,0,80.75,1,Not_Canceled
8328,INN33234,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
8329,INN33242,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,2,7,Online,0,0,0,93,2,Not_Canceled
8330,INN33243,2,0,1,5,Meal Plan 1,0,Room_Type 1,18,2017,9,7,Online,0,0,0,143,1,Canceled
8331,INN33244,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,4,7,Online,0,0,0,101,0,Canceled
8332,INN33313,1,0,1,5,Meal Plan 1,0,Room_Type 1,46,2018,11,7,Online,0,0,0,124.71,0,Not_Canceled
8333,INN33355,1,0,1,2,Not Selected,0,Room_Type 1,82,2018,11,7,Online,0,0,0,133.98,1,Not_Canceled
8334,INN33356,2,0,0,2,Not Selected,0,Room_Type 1,88,2018,4,7,Online,0,0,0,76.5,0,Canceled
8335,INN33366,2,0,0,4,Meal Plan 1,0,Room_Type 1,105,2018,9,7,Online,0,0,0,129.6,2,Not_Canceled
8336,INN33390,3,0,2,0,Meal Plan 1,0,Room_Type 4,1,2018,2,7,Online,0,0,0,130,2,Not_Canceled
8337,INN33400,2,0,2,2,Not Selected,0,Room_Type 1,10,2018,10,7,Online,1,0,1,134.5,4,Not_Canceled
8338,INN33460,2,0,1,2,Not Selected,0,Room_Type 1,10,2017,9,7,Online,0,0,0,102.33,2,Not_Canceled
8339,INN33486,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,7,Corporate,1,0,3,65,0,Not_Canceled
8340,INN33500,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2017,10,7,Online,0,0,0,155,2,Not_Canceled
8341,INN33516,2,0,0,3,Meal Plan 1,0,Room_Type 4,53,2018,4,7,Online,0,0,0,137.7,0,Not_Canceled
8342,INN33541,2,0,1,3,Not Selected,0,Room_Type 1,156,2018,7,7,Online,0,0,0,100.63,0,Canceled
8343,INN33573,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,4,7,Online,0,0,0,116,1,Not_Canceled
8344,INN33583,2,0,1,5,Meal Plan 1,0,Room_Type 1,195,2017,9,7,Online,0,0,0,89.25,1,Not_Canceled
8345,INN33609,1,0,0,2,Meal Plan 1,0,Room_Type 1,35,2017,10,7,Online,0,0,0,65.83,1,Not_Canceled
8346,INN33611,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2018,10,7,Online,0,0,0,205,2,Not_Canceled
8347,INN33653,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,3,7,Online,0,0,0,103,1,Not_Canceled
8348,INN33660,2,0,1,0,Meal Plan 1,0,Room_Type 1,78,2018,8,7,Online,0,0,0,117.9,0,Canceled
8349,INN33666,1,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,5,7,Online,0,0,0,108.9,0,Canceled
8350,INN33672,2,0,0,1,Not Selected,1,Room_Type 1,51,2018,9,7,Online,0,0,0,96.3,1,Not_Canceled
8351,INN33694,3,0,0,1,Meal Plan 1,0,Room_Type 4,80,2018,9,7,Online,0,0,0,168.3,0,Canceled
8352,INN33734,2,0,0,1,Meal Plan 1,1,Room_Type 1,121,2018,7,7,Online,0,0,0,123.3,2,Not_Canceled
8353,INN33738,3,0,0,1,Meal Plan 1,0,Room_Type 4,159,2018,7,7,Online,0,0,0,146.7,0,Canceled
8354,INN33748,2,0,0,1,Not Selected,0,Room_Type 1,51,2018,9,7,Online,0,0,0,87.3,1,Not_Canceled
8355,INN33753,1,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,11,7,Online,0,0,0,209,2,Not_Canceled
8356,INN33766,2,0,0,2,Not Selected,0,Room_Type 1,140,2018,9,7,Online,0,0,0,116.1,0,Canceled
8357,INN33797,2,1,2,2,Meal Plan 1,0,Room_Type 1,26,2018,8,7,Online,0,0,0,169,2,Not_Canceled
8358,INN33866,1,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,7,7,Online,0,0,0,68,0,Canceled
8359,INN33934,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,0,0,0,83.9,1,Not_Canceled
8360,INN33971,2,0,0,1,Meal Plan 1,0,Room_Type 1,98,2018,7,7,Online,0,0,0,114.3,1,Canceled
8361,INN33984,2,0,2,1,Meal Plan 1,0,Room_Type 4,69,2018,5,7,Online,0,0,0,140.4,3,Not_Canceled
8362,INN34014,2,0,0,3,Meal Plan 1,0,Room_Type 5,5,2018,12,7,Offline,0,0,0,119.8,1,Not_Canceled
8363,INN34026,2,0,2,5,Meal Plan 1,0,Room_Type 1,207,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled
8364,INN34129,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79,0,Not_Canceled
8365,INN34146,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79,0,Not_Canceled
8366,INN34178,2,0,2,1,Meal Plan 1,0,Room_Type 4,103,2018,8,7,Online,0,0,0,131.4,2,Not_Canceled
8367,INN34217,2,0,1,4,Meal Plan 2,0,Room_Type 1,9,2017,9,7,Offline,0,0,0,116.04,0,Canceled
8368,INN34224,2,0,2,3,Meal Plan 1,0,Room_Type 1,262,2018,10,7,Online,0,0,0,100.3,1,Canceled
8369,INN34225,2,0,2,3,Meal Plan 1,0,Room_Type 1,112,2018,7,7,Offline,0,0,0,72.25,1,Not_Canceled
8370,INN34317,2,0,0,4,Meal Plan 1,0,Room_Type 1,3,2017,10,7,Offline,0,0,0,70,0,Not_Canceled
8371,INN34370,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,3,7,Offline,0,0,0,87,1,Not_Canceled
8372,INN34452,3,0,2,1,Meal Plan 1,0,Room_Type 4,137,2018,2,7,Offline,0,0,0,93,2,Not_Canceled
8373,INN34508,2,0,0,1,Not Selected,0,Room_Type 1,77,2018,5,7,Online,0,0,0,116.1,1,Not_Canceled
8374,INN34528,1,0,1,2,Not Selected,0,Room_Type 5,60,2018,11,7,Online,0,0,0,204,0,Canceled
8375,INN34543,2,0,2,6,Meal Plan 1,0,Room_Type 1,153,2018,6,7,Online,0,0,0,111.78,0,Canceled
8376,INN34581,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,4,7,Corporate,0,0,0,88.2,0,Not_Canceled
8377,INN34592,2,0,0,3,Meal Plan 1,0,Room_Type 1,92,2018,4,7,Online,0,0,0,93.3,1,Not_Canceled
8378,INN34599,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,2017,11,7,Offline,0,0,0,60,1,Not_Canceled
8379,INN34621,2,0,2,1,Not Selected,0,Room_Type 1,11,2018,5,7,Online,0,0,0,109,1,Not_Canceled
8380,INN34712,2,0,0,1,Meal Plan 1,0,Room_Type 2,71,2018,10,7,Online,0,0,0,108,1,Not_Canceled
8381,INN34717,2,1,0,1,Meal Plan 1,0,Room_Type 1,13,2017,8,7,Online,0,0,0,75,1,Not_Canceled
8382,INN34734,3,0,1,4,Meal Plan 1,0,Room_Type 4,55,2018,9,7,Online,0,0,0,122.4,2,Not_Canceled
8383,INN34791,2,1,2,5,Meal Plan 1,0,Room_Type 1,150,2018,7,7,Online,0,0,0,120.82,0,Canceled
8384,INN34842,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,90,1,Not_Canceled
8385,INN34938,2,0,2,1,Meal Plan 2,0,Room_Type 1,12,2018,2,7,Online,0,0,0,129,0,Canceled
8386,INN34977,2,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,3,7,Online,0,0,0,91,0,Canceled
8387,INN34978,2,2,2,2,Meal Plan 1,0,Room_Type 6,23,2018,5,7,Online,0,0,0,198.9,0,Canceled
8388,INN34995,2,1,2,5,Meal Plan 1,0,Room_Type 1,158,2017,8,7,Online,0,0,0,76.5,2,Not_Canceled
8389,INN35013,1,0,0,3,Meal Plan 1,0,Room_Type 1,34,2017,10,7,Online,0,0,0,85.5,1,Not_Canceled
8390,INN35023,1,0,1,2,Meal Plan 1,0,Room_Type 1,99,2018,11,7,Online,0,0,0,171.9,2,Not_Canceled
8391,INN35029,2,0,1,3,Meal Plan 2,0,Room_Type 1,4,2018,3,7,Offline,0,0,0,106,0,Not_Canceled
8392,INN35031,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,80,0,Canceled
8393,INN35063,1,0,1,2,Meal Plan 1,0,Room_Type 1,9,2017,9,7,Online,0,0,0,78.03,1,Not_Canceled
8394,INN35094,2,2,2,5,Meal Plan 1,0,Room_Type 6,136,2018,5,7,Online,0,0,0,170.36,1,Canceled
8395,INN35123,2,2,0,2,Meal Plan 1,0,Room_Type 6,188,2018,7,7,Online,0,0,0,168.3,0,Canceled
8396,INN35211,2,0,2,1,Meal Plan 1,0,Room_Type 1,48,2018,2,7,Offline,0,0,0,74,0,Not_Canceled
8397,INN35258,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2017,9,7,Online,0,0,0,111.33,0,Not_Canceled
8398,INN35381,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
8399,INN35407,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
8400,INN35416,1,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,11,7,Online,0,0,0,147.93,0,Not_Canceled
8401,INN35419,1,0,1,2,Meal Plan 1,0,Room_Type 1,5,2018,10,7,Online,0,0,0,150,0,Not_Canceled
8402,INN35443,2,0,0,3,Meal Plan 1,0,Room_Type 1,109,2018,9,7,Online,0,0,0,129.6,1,Not_Canceled
8403,INN35512,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,10,7,Corporate,0,0,0,65,0,Not_Canceled
8404,INN35636,1,0,1,2,Meal Plan 1,0,Room_Type 1,41,2018,11,7,Online,0,0,0,169.2,0,Not_Canceled
8405,INN35654,1,0,1,0,Not Selected,0,Room_Type 1,9,2018,3,7,Online,0,0,0,90,1,Not_Canceled
8406,INN35676,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,10,7,Offline,0,0,0,89.76,0,Not_Canceled
8407,INN35698,2,2,2,1,Meal Plan 1,1,Room_Type 6,217,2018,8,7,Online,0,0,0,177.3,1,Canceled
8408,INN35726,3,0,0,2,Meal Plan 1,0,Room_Type 4,204,2018,10,7,Online,0,0,0,141.3,0,Canceled
8409,INN35746,2,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,3,7,Online,0,0,0,91,0,Canceled
8410,INN35769,2,0,2,3,Meal Plan 1,0,Room_Type 4,18,2018,5,7,Online,0,0,0,138,0,Canceled
8411,INN35792,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,5,7,Online,0,0,0,126.9,0,Not_Canceled
8412,INN35797,2,0,1,3,Meal Plan 1,0,Room_Type 1,163,2018,7,7,Online,0,0,0,99.45,1,Not_Canceled
8413,INN35843,2,1,0,1,Meal Plan 1,0,Room_Type 2,217,2017,8,7,Online,0,0,0,76.5,2,Canceled
8414,INN35953,2,0,2,2,Meal Plan 1,0,Room_Type 1,214,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled
8415,INN35975,1,0,1,1,Meal Plan 1,0,Room_Type 1,14,2018,11,7,Online,0,0,0,189.5,1,Not_Canceled
8416,INN35984,1,0,0,1,Meal Plan 1,0,Room_Type 7,0,2018,6,7,Complementary,1,4,17,0,1,Not_Canceled
8417,INN35997,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79,0,Not_Canceled
8418,INN36054,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,7,Online,0,0,0,88,1,Not_Canceled
8419,INN36059,1,0,1,3,Meal Plan 1,0,Room_Type 4,1,2018,3,7,Corporate,0,0,0,75,0,Canceled
8420,INN36078,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,2,7,Online,0,0,0,93,2,Not_Canceled
8421,INN36080,1,0,0,1,Not Selected,1,Room_Type 1,0,2018,1,7,Online,1,11,0,77.5,0,Not_Canceled
8422,INN36111,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,8,7,Corporate,1,0,1,65,1,Not_Canceled
8423,INN36114,2,0,2,3,Meal Plan 1,0,Room_Type 4,154,2018,7,7,Online,0,0,0,120.7,1,Canceled
8424,INN36152,2,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,2,7,Online,0,0,0,64.64,0,Not_Canceled
8425,INN36176,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2018,12,7,Online,0,0,0,93.6,0,Canceled
8426,INN36263,2,0,2,0,Not Selected,0,Room_Type 1,26,2018,8,7,Online,0,0,0,143.5,1,Not_Canceled
8427,INN00105,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2017,10,8,Online,0,0,0,107,1,Not_Canceled
8428,INN00148,2,0,1,2,Not Selected,0,Room_Type 1,88,2018,4,8,Online,0,0,0,58.9,1,Not_Canceled
8429,INN00149,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
8430,INN00187,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
8431,INN00206,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70,0,Canceled
8432,INN00221,1,0,0,2,Not Selected,0,Room_Type 1,0,2018,6,8,Online,0,0,0,109,1,Not_Canceled
8433,INN00245,2,0,1,0,Meal Plan 1,0,Room_Type 1,33,2018,2,8,Online,0,0,0,80.3,1,Not_Canceled
8434,INN00293,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,Online,0,0,0,76.5,2,Not_Canceled
8435,INN00324,2,1,1,2,Meal Plan 1,0,Room_Type 1,52,2018,7,8,Online,0,0,0,132.9,0,Canceled
8436,INN00341,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,142,0,Not_Canceled
8437,INN00405,2,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,98,0,Not_Canceled
8438,INN00428,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,4,8,Online,0,0,0,90.95,0,Canceled
8439,INN00433,2,0,0,1,Meal Plan 1,0,Room_Type 4,22,2017,9,8,Online,0,0,0,120,1,Not_Canceled
8440,INN00454,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
8441,INN00455,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,0,0,0,90,1,Not_Canceled
8442,INN00468,2,0,1,3,Not Selected,1,Room_Type 1,49,2018,12,8,Online,0,0,0,83.8,2,Not_Canceled
8443,INN00471,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
8444,INN00474,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78,0,Not_Canceled
8445,INN00482,3,0,2,2,Meal Plan 1,0,Room_Type 4,94,2018,7,8,Online,0,0,0,146.7,1,Not_Canceled
8446,INN00488,2,2,0,1,Meal Plan 1,0,Room_Type 2,16,2018,3,8,Online,0,0,0,83.03,0,Canceled
8447,INN00532,2,1,0,3,Meal Plan 1,0,Room_Type 1,86,2018,12,8,Online,0,0,0,122,0,Canceled
8448,INN00546,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
8449,INN00592,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,Not_Canceled
8450,INN00610,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,2018,12,8,Online,0,0,0,100.38,0,Not_Canceled
8451,INN00650,1,0,2,3,Meal Plan 1,0,Room_Type 1,9,2018,1,8,Offline,0,0,0,44.8,0,Not_Canceled
8452,INN00665,2,1,1,1,Meal Plan 1,1,Room_Type 1,27,2018,8,8,Online,0,0,0,195.5,2,Not_Canceled
8453,INN00670,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78,0,Not_Canceled
8454,INN00674,1,0,1,0,Meal Plan 2,0,Room_Type 1,3,2018,2,8,Online,0,0,0,129,1,Not_Canceled
8455,INN00712,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
8456,INN00745,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
8457,INN00759,3,0,0,3,Meal Plan 1,0,Room_Type 4,31,2018,3,8,Online,0,0,0,114.3,2,Not_Canceled
8458,INN00828,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
8459,INN00832,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Online,0,0,0,78,0,Canceled
8460,INN00863,2,0,2,1,Not Selected,0,Room_Type 1,6,2018,5,8,Online,0,0,0,108,2,Not_Canceled
8461,INN00870,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76,0,Not_Canceled
8462,INN00907,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,1,8,Offline,0,0,0,70,0,Not_Canceled
8463,INN00922,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,2018,9,8,Online,0,0,0,125.1,0,Canceled
8464,INN00946,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,3,8,Corporate,0,0,0,75,0,Canceled
8465,INN01000,2,0,2,5,Meal Plan 1,0,Room_Type 1,29,2018,1,8,Online,0,0,0,79.54,1,Not_Canceled
8466,INN01091,2,0,0,3,Not Selected,0,Room_Type 1,36,2018,12,8,Online,0,0,0,88,0,Canceled
8467,INN01093,2,0,0,5,Meal Plan 1,0,Room_Type 4,162,2018,3,8,Offline,0,0,0,62,1,Not_Canceled
8468,INN01105,3,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,12,8,Offline,0,0,0,98.1,0,Not_Canceled
8469,INN01112,2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2018,3,8,Online,0,0,0,105,1,Not_Canceled
8470,INN01161,2,0,0,4,Not Selected,0,Room_Type 1,1,2018,11,8,Online,0,0,0,159.38,2,Not_Canceled
8471,INN01234,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,5,8,Online,0,0,0,56.47,0,Not_Canceled
8472,INN01298,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
8473,INN01339,3,0,2,1,Meal Plan 1,0,Room_Type 4,34,2018,10,8,Online,0,0,0,170.4,1,Canceled
8474,INN01340,2,0,0,3,Not Selected,0,Room_Type 1,98,2018,12,8,Online,0,0,0,79.2,2,Not_Canceled
8475,INN01360,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2017,11,8,Online,0,0,0,81.77,1,Not_Canceled
8476,INN01392,2,0,2,2,Meal Plan 1,0,Room_Type 1,13,2017,11,8,Online,0,0,0,90.95,1,Not_Canceled
8477,INN01398,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,1,8,Online,0,0,0,67.5,0,Not_Canceled
8478,INN01399,2,0,0,3,Not Selected,0,Room_Type 1,98,2018,12,8,Online,0,0,0,79.2,2,Not_Canceled
8479,INN01426,1,0,0,2,Meal Plan 2,0,Room_Type 1,5,2018,3,8,Online,0,0,0,1,0,Not_Canceled
8480,INN01470,2,1,1,2,Meal Plan 2,0,Room_Type 1,34,2018,8,8,Online,0,0,0,194.85,1,Canceled
8481,INN01499,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,Not_Canceled
8482,INN01506,2,0,0,2,Not Selected,0,Room_Type 1,29,2018,6,8,Online,0,0,0,103.55,0,Not_Canceled
8483,INN01515,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,4,8,Online,0,0,0,89,0,Canceled
8484,INN01526,2,0,0,1,Meal Plan 1,0,Room_Type 4,17,2018,9,8,Online,0,0,0,118.58,1,Not_Canceled
8485,INN01598,2,0,0,3,Meal Plan 1,0,Room_Type 4,45,2018,6,8,Online,0,0,0,128.4,1,Not_Canceled
8486,INN01620,2,0,0,3,Meal Plan 1,0,Room_Type 4,133,2018,6,8,Online,0,0,0,90.95,0,Canceled
8487,INN01645,2,0,1,0,Not Selected,0,Room_Type 1,207,2018,8,8,Offline,0,0,0,63.75,0,Not_Canceled
8488,INN01698,3,0,1,0,Meal Plan 1,0,Room_Type 5,0,2018,8,8,Corporate,0,0,0,188,0,Not_Canceled
8489,INN01707,2,0,2,5,Meal Plan 1,0,Room_Type 1,29,2018,1,8,Online,0,0,0,79.54,1,Not_Canceled
8490,INN01740,2,0,0,1,Not Selected,1,Room_Type 1,90,2018,4,8,Online,0,0,0,85.5,1,Not_Canceled
8491,INN01762,2,0,0,2,Meal Plan 1,0,Room_Type 1,111,2018,11,8,Online,0,0,0,59.5,0,Canceled
8492,INN01805,2,0,0,3,Meal Plan 1,0,Room_Type 1,253,2018,12,8,Online,0,0,0,78.3,2,Not_Canceled
8493,INN01936,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,2,8,Online,0,0,0,72.9,0,Canceled
8494,INN02045,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2017,9,8,Online,0,0,0,87.78,1,Not_Canceled
8495,INN02075,2,0,2,5,Not Selected,0,Room_Type 1,36,2018,3,8,Online,0,0,0,71.1,0,Canceled
8496,INN02106,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70,0,Canceled
8497,INN02155,2,0,0,3,Meal Plan 1,0,Room_Type 2,246,2018,9,8,Online,0,0,0,81.77,1,Canceled
8498,INN02184,2,0,1,0,Not Selected,1,Room_Type 1,14,2018,2,8,Online,0,0,0,90,1,Not_Canceled
8499,INN02222,2,0,2,2,Meal Plan 1,0,Room_Type 1,32,2018,5,8,Online,0,0,0,92.83,1,Not_Canceled
8500,INN02228,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78,0,Not_Canceled
8501,INN02265,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,1,8,Online,0,0,0,78.3,0,Not_Canceled
8502,INN02333,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,8,Online,0,0,0,92,0,Not_Canceled
8503,INN02335,1,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,89,0,Not_Canceled
8504,INN02345,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
8505,INN02356,2,0,0,3,Meal Plan 1,0,Room_Type 1,23,2018,3,8,Online,0,0,0,91.67,0,Not_Canceled
8506,INN02373,2,1,0,3,Meal Plan 1,0,Room_Type 1,70,2018,12,8,Online,0,0,0,113.87,2,Not_Canceled
8507,INN02410,2,2,2,2,Meal Plan 1,0,Room_Type 7,0,2018,7,8,Online,0,0,0,265,0,Canceled
8508,INN02447,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2018,4,8,Online,0,0,0,112.5,1,Not_Canceled
8509,INN02460,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,2017,10,8,Online,0,0,0,103.05,3,Not_Canceled
8510,INN02475,2,2,2,5,Meal Plan 1,0,Room_Type 6,179,2018,6,8,Online,0,0,0,182.26,0,Canceled
8511,INN02501,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,4,8,Online,0,0,0,95,1,Not_Canceled
8512,INN02528,0,2,0,1,Meal Plan 1,1,Room_Type 6,0,2018,4,8,Online,0,0,0,6,0,Not_Canceled
8513,INN02543,2,0,0,1,Meal Plan 1,0,Room_Type 4,9,2018,7,8,Complementary,1,0,5,0,2,Not_Canceled
8514,INN02546,2,0,1,3,Meal Plan 1,0,Room_Type 1,168,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
